assessment_id,name,url,remote_testing,adaptive_irt,duration_minutes,test_type_codes,is_knowledge,is_skill,is_personality,is_behavioral,is_coach,is_ability,is_evaluation,is_development,skills,category,job_levels,languages,description,text_for_embedding
accounts-receivable-simulation-new,Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,1,0,8.0,S,0,1,0,0,0,0,0,0,nan,nan,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Accounts Receivable Simulation (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
ado-net-new,ADO.NET (New),https://www.shl.com/products/product-catalog/view/ado-net-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ADO.NET (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
adobe-experience-manager-new,Adobe Experience Manager (New),https://www.shl.com/products/product-catalog/view/adobe-experience-manager-new/,1,0,17.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Adobe Experience Manager (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
adobe-photoshop-cc,Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,1,1,20.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Adobe Photoshop CC | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
aeronautical-engineering-new,Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Aeronautical Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
aerospace-engineering-new,Aerospace Engineering (New),https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Aerospace Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
agile-software-development,Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Agile Software Development | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, | English (USA),"
agile-testing-new,Agile Testing (New),https://www.shl.com/products/product-catalog/view/agile-testing-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Agile Testing (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
ai-skills,AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,1,0,16.0,P,0,0,1,0,0,0,0,0,nan,nan,"General Population,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"AI Skills | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | General Population, | English (USA),"
amazon-web-services-aws-development-new,Amazon Web Services (AWS) Development (New),https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,1,0,6.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Amazon Web Services (AWS) Development (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
android-development-new,Android Development (New),https://www.shl.com/products/product-catalog/view/android-development-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Android Development (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
angular-6-new,Angular 6 (New),https://www.shl.com/products/product-catalog/view/angular-6-new/,1,0,11.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Angular 6 (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
angularjs-new,AngularJS (New),https://www.shl.com/products/product-catalog/view/angularjs-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"AngularJS (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-hadoop-new,Apache Hadoop (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Hadoop (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-hadoop-extensions-new,Apache Hadoop Extensions (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Hadoop Extensions (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-hbase-new,Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,1,0,5.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache HBase (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-hive-new,Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,1,0,5.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Hive (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-kafka-new,Apache Kafka (New),https://www.shl.com/products/product-catalog/view/apache-kafka-new/,1,0,6.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Kafka (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-pig-new,Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,1,0,6.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Pig (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
apache-spark-new,Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Apache Spark (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
asp-net-with-c-new,ASP .NET with C# (New),https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ASP .NET with C# (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
asp-net-4-5,ASP.NET 4.5,https://www.shl.com/products/product-catalog/view/asp-net-4-5/,1,1,30.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ASP.NET 4.5 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
assessment-and-development-center-exercises,Assessment and Development Center Exercises,https://www.shl.com/products/product-catalog/view/assessment-and-development-center-exercises/,1,0,,E,0,0,0,0,0,0,0,0,nan,nan,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Assessment and Development Center Exercises | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English International, English (USA),"
automata-fix-new,Automata - Fix (New),https://www.shl.com/products/product-catalog/view/automata-fix-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Mid-Professional,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata - Fix (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, | English (USA),"
automata-sql-new,Automata - SQL (New),https://www.shl.com/products/product-catalog/view/automata-sql-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata - SQL (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
automata-new,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
automata-data-science-new,Automata Data Science (New),https://www.shl.com/products/product-catalog/view/automata-data-science-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata Data Science (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
automata-data-science-pro-new,Automata Data Science Pro (New),https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Professional Individual Contributor, Mid-Professional,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata Data Science Pro (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Professional Individual Contributor, Mid-Professional, | English (USA),"
automata-front-end,Automata Front End,https://www.shl.com/products/product-catalog/view/automata-front-end/,1,0,30.0,S,0,1,0,0,0,0,0,0,nan,nan,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata Front End | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager, | English (USA),"
automata-pro-new,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1,0,,S,0,1,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata Pro (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
automata-selenium,Automata Selenium,https://www.shl.com/products/product-catalog/view/automata-selenium/,1,0,60.0,S,0,1,0,0,0,0,0,0,nan,nan,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automata Selenium | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, | English (USA),"
automation-anywhere-rpa-development-new,Automation Anywhere RPA Development (New),https://www.shl.com/products/product-catalog/view/automation-anywhere-rpa-development-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automation Anywhere RPA Development (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
automotive-engineering-new,Automotive Engineering (New),https://www.shl.com/products/product-catalog/view/automotive-engineering-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Automotive Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
basic-biology-new,Basic Biology (New),https://www.shl.com/products/product-catalog/view/basic-biology-new/,1,0,6.0,K,1,0,0,0,0,0,0,0,nan,nan,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Basic Biology (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Professional Individual Contributor, Graduate, Mid-Professional, | English (USA),"
basic-computer-literacy-windows-10-new,Basic Computer Literacy (Windows 10) (New),https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,1,0,30.0,S K,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Basic Computer Literacy (Windows 10) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA),"
basic-statistics-new,Basic Statistics (New),https://www.shl.com/products/product-catalog/view/basic-statistics-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Basic Statistics (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
biochemistry-new,Biochemistry (New),https://www.shl.com/products/product-catalog/view/biochemistry-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Biochemistry (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
biotech-lab-techniques-new,Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,1,0,5.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Professional Individual Contributor, Mid-Professional,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Biotech Lab Techniques (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Professional Individual Contributor, Mid-Professional, | English (USA),"
biztalk-new,BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,1,0,16.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"BizTalk (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
business-communication-adaptive,Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,1,1,24.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Business Communication (adaptive) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, | English (USA),"
business-communications,Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,1,0,35.0,K,1,0,0,0,0,0,0,0,nan,nan,nan,"English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Business Communications | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | English (USA),"
c-programming-new,C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"C Programming (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
c-programming-new-4039,C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"C# Programming (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
c-programming-new-4122,C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"C++ Programming (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
cardiology-and-diabetes-management-new,Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,1,0,4.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Cardiology and Diabetes Management (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
ceramic-engineering-new,Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,1,0,12.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Ceramic Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
chemical-engineering-new,Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Chemical Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
cisco-appdynamics-new,Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Cisco AppDynamics (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
civil-engineering-new,Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Civil Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
cloud-computing-new,Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Cloud Computing (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
cobol-programming-new,COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"COBOL Programming (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
computer-science-new,Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,1,0,12.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Computer Science (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
contact-center-call-simulation-new,Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,1,0,15.0,S,0,1,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Contact Center Call Simulation (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA),"
conversational-multichat-simulation,Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,1,0,11.0,S,0,1,0,0,0,0,0,0,nan,nan,nan,"English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Conversational Multichat Simulation | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | English (USA),"
core-java-advanced-level-new,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Core Java (Advanced Level) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
core-java-entry-level-new,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Core Java (Entry Level) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
